TeamID;FirstName;Surname;Age;Position
12;Dominic;Calvert-Lewin  ;24;forward
18;Elia;Caprile  ;20;goalkeeper
6;Carlos;Vinícius  ;26;forward
13;Andy;Carroll  ;32;forward
2;Scott;Carson  ;36;goalkeeper
20;Fabio;Carvalho  ;19;midfielder
18;Oliver;Casey  ;21;defender 
17;Matty;Cash  ;24;defender 
5;Timothy;Castagne  ;25;defender 
3;Edinson;Cavani  ;34;forward
8;Cédric;Soares  ;30;defender 
8;Calum;Chambers  ;26;defender 
11;Kgagelo;Chauke  ;18;midfielder
4;Ben;Chilwell  ;24;defender 
5;Hamza;Choudhury  ;24;midfielder
17;Benjamin;Chrisene  ;17;defender 
4;Andreas;Christensen  ;25;defender 
17;Carney;Chukwuemeka  ;17;midfielder
6;Dennis;Cirkin  ;19;defender 
13;Ciaran;Clark  ;32;defender 
1;Leighton;Clarkson  ;19;midfielder
14;Nathaniel;Clyne  ;30;defender 
7;Conor;Coady  ;28;defender 
12;Séamus;Coleman  ;33;defender 
15;Aaron;Connolly  ;21;forward
18;Liam;Cooper  ;30;defender 
7;Theo;Corbeanu  ;19;forward
10;Jack;Cork  ;32;midfielder
8;Ben;Cottrell  ;19;midfielder
16;Vladimír;Coufal  ;29;defender 
16;Conor;Coventry  ;21;midfielder
16;Aaron;Cresswell  ;31;defender 
18;Charlie;Cresswell  ;18;defender 
7;Luke;Cundle  ;19;midfielder
5;Vontae;Daley-Campbell  ;20;defender 
18;Stuart;Dallas  ;30;defender 
8;Dani;Ceballos  ;25;midfielder
7;Daniel;Podence  ;25;forward
14;Scott;Dann  ;34;defender 
13;Karl;Darlow  ;31;goalkeeper
8;David;Luiz  ;34;defender 
1;Ben;Davies  ;26;defender 
6;Ben;Davies  ;28;defender 
1;Harvey;Davies  ;18;goalkeeper
12;Tom;Davies  ;23;midfielder
17;Keinan;Davis  ;23;forward
18;Leif;Davis  ;21;defender 
16;Craig;Dawson  ;31;defender 
2;Kevin;De Bruyne ;30;midfielder
3;De;Gea  ;30;goalkeeper
2;Liam;Delap  ;18;forward
12;Fabian;Delph  ;31;midfielder
15;Lars;Dendoncker  ;20;defender 
7;Leander;Dendoncker  ;26;midfielder
6;Alfie;Devine  ;17;midfielder
19;Cheikh;Diaby  ;21;forward
19;Mbaye;Diagne  ;29;forward
3;Amad;Diallo  ;19;forward
11;Ibrahima;Diallo  ;22;midfielder
19;Grady;Diangana  ;23;forward
6;Eric;Dier  ;27;defender 
12;Lucas;Digne  ;28;defender 
1;Diogo;Jota  ;24;forward
16;Issa;Diop  ;24;defender 
1;Elijah;Dixon-Bonner  ;20;midfielder
11;Moussa;Djénépo  ;23;forward
6;Matt;Doherty  ;29;defender 
12;Abdoulaye;Doucouré  ;28;midfielder
17;Douglas;Luiz  ;23;midfielder
2;Thomas;Doyle  ;20;midfielder
10;Anthony;Driscoll-Glennon  ;21;defender 
13;Martin;Dúbravka  ;32;goalkeeper
13;Paul;Dummett  ;30;defender 
15;Lewis;Dunk  ;29;defender 
10;Jimmy;Dunne  ;23;defender 
17;Frankie;Ealing  ;17;defender 
2;Ederson;Ederson;28;goalkeeper
19;Kyle;Edwards  ;23;forward
9;John;Egan  ;28;defender 
17;Anwar;El Ghazi ;26;forward
3;Anthony;Elanga  ;19;forward
17;Ahmed;Elmohamady  ;34;defender 
8;Mohamed;Elneny  ;29;midfielder
4;Emerson;Emerson;27;defender 
17;Björn;Engels  ;27;defender 
2;Eric;García  ;20;defender 
5;Jonny;Evans  ;33;defender 
14;Eberechi;Eze  ;23;midfielder
16;Łukasz;Fabiański  ;36;goalkeeper
1;Fabinho;Fabinho;27;midfielder
7;Fábio;Silva  ;19;forward
20;Fabricio;Fabricio;33;goalkeeper
14;Nathan;Ferguson  ;21;defender 
13;Federico;Fernández  ;32;defender 
2;Fernandinho;Fernandinho;36;midfielder
2;Ferrán;Torres  ;21;forward
11;Will;Ferry  ;19;forward
11;Ryan;Finnigan  ;18;midfielder
5;Ethan;Fitzhugh  ;18;midfielder
9;John;Fleck  ;30;midfielder
5;Shane;Flynn  ;20;midfielder
2;Phil;Foden  ;21;midfielder
9;Wesley;Foderingham  ;30;goalkeeper
5;Wesley;Fofana  ;20;defender 
18;Adam;Forshaw  ;30;midfielder
11;Fraser;Forster  ;33;goalkeeper
20;Tyrese;Francois  ;21;midfielder
13;Ryan;Fraser  ;27;forward
3;Fred;Fred;28;midfielder
16;Ryan;Fredericks  ;29;defender 
5;Christian;Fuchs  ;35;defender 
19;Darnell;Furlong  ;25;defender 
8;Gabriel;Gabriel;23;defender 
2;Gabriel;Jesus  ;24;forward
8;Gabriel;Martinelli  ;20;forward
3;Ethan;Galbraith  ;20;midfielder
19;Conor;Gallagher  ;21;midfielder
13;Dwight;Gayle  ;31;forward
12;Jean-Philippe;Gbamin  ;26;midfielder
18;Joe;Gelhardt  ;19;forward
19;Kieran;Gibbs  ;32;defender 
7;Morgan;Gibbs-White  ;21;midfielder
13;Mark;Gillespie  ;29;goalkeeper
4;Billy;Gilmour  ;20;midfielder
4;Olivier;Giroud  ;35;forward
1;Paul;Glatzel  ;20;forward
12;Ben;Godfrey  ;23;defender 
2;Claudio;Gomes  ;21;midfielder
1;Joe;Gomez  ;24;defender 
10;Anthony;Gomez Mancini ;20;midfielder
14;John-Kymani;Gordon  ;18;forward
9;Kyron;Gordon  ;19;defender 
19;Karlan;Grant  ;24;forward
3;Lee;Grant  ;38;goalkeeper
17;Jack;Grealish  ;26;forward
3;Mason;Greenwood  ;20;forward
18;Sam;Greenwood  ;19;forward
19;Kamil;Grosicki  ;33;forward
15;Pascal;Groß  ;30;midfielder
14;Guaita;Guaita;34;goalkeeper
10;Jóhann;Guðmundsson  ;30;forward
2;İlkay;Gündoğan  ;30;midfielder
15;Peter;Gwargis  ;21;forward
9;Antwoine;Hackford  ;17;forward
14;Reece;Hannam  ;21;defender 
19;George;Harmon  ;20;defender 
18;Jack;Harrison  ;24;midfielder
6;Joe;Hart  ;34;goalkeeper
17;Kortney;Hause  ;26;defender 
4;Kai;Havertz  ;22;midfielder
13;Isaac;Hayden  ;26;midfielder
17;Tom;Heaton  ;35;goalkeeper
20;Michael;Hector  ;29;defender 
8;Héctor;Bellerín  ;26;defender 
8;Karl;Jakob Hein ;19;goalkeeper
18;Hélder;Costa  ;27;forward
3;Dean;Henderson  ;24;goalkeeper
1;Jordan;Henderson  ;31;midfielder
14;Stephen;Henderson  ;33;goalkeeper
13;Jeff;Hendrick  ;29;midfielder
14;Wayne;Hennessey  ;34;goalkeeper
7;Ki-Jana;Hoever  ;19;defender 
8;Rob;Holding  ;26;defender 
12;Mason;Holgate  ;24;defender 
16;Nathan;Holland  ;23;forward
6;Pierre-Emile;Højbjerg  ;26;midfielder
4;Callum;Hudson-Odoi  ;20;forward
18;Niall;Huggins  ;20;forward
1;Liam;Hughes  ;20;goalkeeper
7;Hugo;Bueno  ;19;defender 
5;Kelechi;Iheanacho  ;25;forward
11;Danny;Ings  ;29;forward
20;Ivan;Cavaleiro  ;28;forward
19;Branislav;Ivanović  ;37;defender 
12;Alex;Iwobi  ;25;forward
15;José;Izquierdo  ;29;forward
9;Phil;Jagielka  ;39;defender 
15;Alireza;Jahanbakhsh  ;28;forward
5;Eldin;Jakupović  ;37;goalkeeper
3;Daniel;James  ;23;forward
4;Reece;James  ;21;defender 
11;Alexandre;Jankewitz  ;19;midfielder
20;Sylvester;Jasper  ;20;forward
17;Taylor;Jay-Hart  ;17;midfielder
18;Jack;Jenkins  ;19;midfielder
15;Teddy;Jenks  ;19;midfielder
7;Raúl;Jiménez  ;30;forward
2;João;Cancelo  ;27;defender 
7;João;Moutinho  ;35;midfielder
12;João;Virgínia  ;22;goalkeeper
8;Joel;López  ;19;defender 
13;Joelinton;Joelinton;25;forward
12;Kyle;John  ;20;defender 
16;Ben;Johnson  ;21;defender 
19;Sam;Johnstone  ;28;goalkeeper
1;Curtis;Jones  ;20;midfielder
3;Phil;Jones  ;29;defender 
7;Jonny;Jonny;27;defender 
4;Jorginho;Jorginho;29;midfielder
5;James;Justin  ;23;defender 
1;Ozan;Kabak  ;21;defender 
6;Harry;Kane  ;28;forward
4;N'Golo;Kanté  ;30;midfielder
15;Michał;Karbownik  ;20;defender 
12;Michael;Keane  ;28;defender 
1;Naby;Keïta  ;26;midfielder
1;Caoimhin;Kelleher  ;22;goalkeeper
14;Martin;Kelly  ;31;defender 
4;Kepa;Kepa;27;goalkeeper
17;Kaine;Kesler  ;18;defender 
15;Reda;Khadra  ;20;midfielder
18;Kiko;Casilla  ;35;goalkeeper
7;Max;Kilman  ;24;defender 
12;Joshua;King  ;29;forward
18;Mateusz;Klich  ;31;midfielder
18;Robin;Koch  ;25;defender 
20;Terence;Kongolo  ;27;defender 
17;Ezri;Konsa  ;23;defender 
1;Billy;Koumetio  ;18;defender 
14;Cheikhou;Kouyaté  ;31;midfielder
4;Mateo;Kovačić  ;27;midfielder
13;Emil;Krafth  ;27;defender 
8;Alexandre;Lacazette  ;30;forward
15;Adam;Lallana  ;33;midfielder
6;Érik;Lamela  ;29;forward
15;Tariq;Lamptey  ;21;defender 
13;Daniel;Langley  ;20;goalkeeper
16;Manuel;Lanzini  ;28;midfielder
2;Aymeric;Laporte  ;27;defender 
13;Jamaal;Lascelles  ;27;defender 
6;Marcel;Lavinier  ;20;defender 
12;Žan;Luk Leban ;18;goalkeeper
20;Mario;Lemina  ;28;midfielder
8;Bernd;Leno  ;29;goalkeeper
5;Thakgalo;Leshabela  ;22;midfielder
11;Harry;Lewis  ;23;goalkeeper
13;Jamal;Lewis  ;23;defender 
3;Victor;Lindelöf  ;27;defender 
17;Hayden;Lindley  ;19;midfielder
16;Jesse;Lingard  ;28;midfielder
19;Jake;Livermore  ;31;midfielder
18;Llorente;Llorente;28;defender 
6;Hugo;Lloris  ;34;goalkeeper
6;Giovani;Lo Celso ;25;midfielder
20;Ruben;Loftus-Cheek  ;25;midfielder
19;Andy;Lonergan  ;38;goalkeeper
10;Kevin;Long  ;31;defender 
16;Emmanuel;Longelo  ;20;midfielder
1;Luis;Longstaff  ;20;forward
13;Matthew;Longstaff  ;21;midfielder
13;Sean;Longstaff  ;23;midfielder
7;Nigel;Lonwijk  ;18;defender 
20;Ademola;Lookman  ;23;forward
7;Pedro;Neto  ;21;forward
19;Lee;Peltier  ;34;defender 
8;Nicolas;Pépé  ;26;forward
7;Taylor;Perry  ;20;midfielder
18;Kalvin;Phillips  ;25;midfielder
19;Matt;Phillips  ;30;forward
1;Nathaniel;Phillips  ;24;defender 
17;Jaden;Philogene-Bidace  ;19;forward
12;Jordan;Pickford  ;27;goalkeeper
10;Erik;Pieters  ;33;defender 
3;Paul;Pogba  ;28;midfielder
10;Nick;Pope  ;29;goalkeeper
18;Ian;Poveda  ;21;forward
5;Dennis;Praet  ;27;midfielder
12;Isaac;Price  ;18;midfielder
15;Davy;Pröpper  ;30;midfielder
4;Christian;Pulišić  ;23;forward
17;Arjan;Raikhy  ;18;midfielder
14;Jesurun;Rak-Sakyi  ;19;midfielder
11;Kayne;Ramsay  ;21;defender 
9;Aaron;Ramsdale  ;23;goalkeeper
17;Jacob;Ramsey  ;20;midfielder
16;Darren;Randolph  ;34;goalkeeper
18;Raphinha;Raphinha;24;midfielder
3;Marcus;Rashford  ;23;forward
20;Tim;Ream  ;34;defender 
11;Nathan;Redmond  ;27;forward
20;Harrison;Reed  ;26;midfielder
6;Reguilón;Reguilón;24;defender 
20;Bobby;Reid  ;28;forward
17;Dominic;Revan  ;21;defender 
5;Ricardo;Pereira  ;28;defender 
16;Declan;Rice  ;22;midfielder
7;Lewis;Richards  ;20;defender 
19;Rico;Richards  ;18;forward
10;Lewis;Richardson  ;18;forward
12;Richarlison;Richarlison;24;forward
14;Jaïro;Riedewald  ;25;midfielder
13;Matt;Ritchie  ;32;defender 
15;Robert;Sánchez  ;23;goalkeeper
1;Roberto;Firmino  ;30;forward
18;Tyler;Roberts  ;22;midfielder
1;Andrew;Robertson  ;27;defender 
20;Antonee;Robinson  ;24;defender 
19;Callum;Robinson  ;26;forward
9;Jack;Robinson  ;28;defender 
19;Hal;Robson-Kanu  ;32;forward
20;Marek;Rodák  ;24;goalkeeper
6;Joe;Rodon  ;23;defender 
2;Rodri;Rodri;25;midfielder
9;Max;Lowe  ;24;defender 
10;Matthew;Lowton  ;32;defender 
6;Lucas;Lucas;29;forward
9;John;Lundstram  ;27;midfielder
15;Alexis;Mac Allister ;22;midfielder
5;James;Maddison  ;24;midfielder
9;Frankie;Maguire  ;18;midfielder
3;Harry;Maguire  ;28;defender 
2;Riyad;Mahrez  ;30;forward
19;Ainsley;Maitland-Niles  ;24;midfielder
20;Josh;Maja  ;22;forward
1;Sadio;Mané  ;29;forward
13;Manquillo;Manquillo;27;defender 
7;Marçal;Marçal;32;defender 
15;Solly;March  ;27;midfielder
4;Marcos;Alonso  ;30;defender 
7;Christian;Marques  ;18;defender 
3;Anthony;Martial  ;25;forward
16;David;Martin  ;35;goalkeeper
17;Emiliano;Martínez  ;29;goalkeeper
16;Arthur;Masuaku  ;27;defender 
3;Mata;Mata;33;midfielder
14;Jean-Philippe;Mateta  ;24;forward
19;Matheus;Pereira  ;25;forward
3;Nemanja;Matić  ;33;midfielder
1;Joel;Matip  ;30;defender 
15;Neal;Maupay  ;25;forward
20;Alfie;Mawson  ;27;defender 
2;Luke;Mbete-Tatu  ;18;defender 
14;James;McArthur  ;34;midfielder
9;Oliver;McBurnie  ;25;forward
18;Liam;McCarron  ;20;forward
11;Alex;McCarthy  ;31;goalkeeper
14;James;McCarthy  ;30;midfielder
20;Kevin;McDonald  ;32;midfielder
8;Jordan;McEneff  ;20;midfielder
15;Thomas;McGill  ;21;goalkeeper
17;John;McGinn  ;27;midfielder
9;David;McGoldrick  ;33;forward
10;Dwight;McNeil  ;21;forward
11;Sam;McQueen  ;26;defender 
3;Scott;McTominay  ;24;midfielder
10;Ben;Mee  ;32;defender 
2;Benjamin;Mendy  ;27;defender 
4;Edouard;Mendy  ;29;goalkeeper
5;Nampalys;Mendy  ;29;midfielder
18;Illan;Meslier  ;21;goalkeeper
14;Luka;Milivojević  ;30;midfielder
1;James;Milner  ;35;midfielder
12;Yerry;Mina  ;27;defender 
11;Takumi;Minamino  ;26;midfielder
17;Tyrone;Mings  ;28;defender 
14;Tyrick;Mitchell  ;22;defender 
20;Aleksandar;Mitrović  ;27;forward
15;Jakub;Moder  ;22;midfielder
9;Simon;Moore  ;31;goalkeeper
5;Wes;Morgan  ;37;defender 
4;Mason;Mount  ;22;midfielder
9;Lys;Mousset  ;25;forward
10;Joel;Mumbongo  ;22;forward
13;Jacob;Murphy  ;26;forward
11;Dan;N'Lundulu  ;22;forward
17;Marvelous;Nakamba  ;27;midfielder
10;Richard;Nartey  ;23;defender 
9;Iliman;Ndiaye  ;21;midfielder
5;Wilfred;Ndidi  ;24;midfielder
6;Tanguy;NDombèlé  ;24;midfielder
5;Ben;Nelson  ;17;defender 
8;Reiss;Nelson  ;21;forward
7;Nélson;Semedo  ;27;defender 
8;Eddie;Nketiah  ;22;forward
12;Niels;Nkounkou  ;20;defender 
2;Felix;Nmecha  ;21;midfielder
16;Mark;Noble  ;34;midfielder
10;Will;Norris  ;28;goalkeeper
9;Oliver;Norwood  ;30;midfielder
9;Jack;O'Connell  ;27;defender 
19;Dara;O'Shea  ;22;defender 
11;Michael;Obafemi  ;21;forward
20;Denis;Odoi  ;33;defender 
16;Ademipo;Odubeko  ;18;midfielder
16;Angelo;Ogbonna  ;33;defender 
1;Jakub;Ojrzyński  ;18;goalkeeper
8;Arthur;Okonkwo  ;20;goalkeeper
12;Robin;Olsen  ;31;goalkeeper
17;Ákos;Onódi  ;20;goalkeeper
20;Joshua;Onomah  ;24;midfielder
12;Tyler;Onyango  ;18;midfielder
1;Divock;Origi  ;26;forward
11;Oriol;Romeu  ;30;midfielder
9;Ben;Osborn  ;27;midfielder
7;Owen;Otasowie  ;20;midfielder
1;Alex;Oxlade-Chamberlain  ;28;midfielder
8;Martin;Ødegaard  ;22;midfielder
16;Pablo;Fornals  ;25;midfielder
18;Pablo;Hernández  ;36;midfielder
8;Pablo;Marí  ;28;defender 
2;Cole;Palmer  ;19;midfielder
8;Thomas;Partey  ;28;midfielder
10;Bailey;Peacock-Farrell  ;24;goalkeeper
18;Rodrigo;Rodrigo;30;forward
12;James;Rodríguez  ;30;midfielder
10;Jay;Rodriguez  ;32;forward
9;Jack;Rodwell  ;30;midfielder
3;Sergio;Romero  ;34;goalkeeper
6;Danny;Rose  ;31;defender 
17;Callum;Rowe  ;22;midfielder
17;Edward;Rowe  ;18;midfielder
2;Rúben;Dias  ;24;defender 
7;Rúben;Neves  ;24;midfielder
7;John;Ruddy  ;34;goalkeeper
4;Antonio;Rüdiger  ;28;defender 
7;Rui;Patrício  ;33;goalkeeper
8;Alex;Rúnarsson  ;26;goalkeeper
8;Mathew;Ryan  ;29;goalkeeper
13;Allan;Saint-Maximin  ;24;forward
7;Romain;Saïss  ;31;defender 
13;Henri;Saivet  ;30;midfielder
8;Bukayo;Saka  ;20;midfielder
14;Mamadou;Sakho  ;31;defender 
1;Mohamed;Salah  ;29;forward
11;Karim;Salisú  ;22;defender 
6;Davinson;Sánchez  ;25;defender 
2;Philippe;Sandler  ;24;defender 
17;Morgan;Sanson  ;27;midfielder
19;Romaine;Sawyers  ;29;midfielder
6;Dane;Scarlett  ;17;forward
13;Fabian;Schär  ;29;defender 
14;Jeffrey;Schlupp  ;28;midfielder
5;Kasper;Schmeichel  ;34;goalkeeper
18;Jamie;Shackleton  ;22;midfielder
1;Xherdan;Shaqiri  ;30;forward
9;Billy;Sharp  ;35;forward
3;Luke;Shaw  ;26;defender 
13;Jonjo;Shelvey  ;29;midfielder
3;Shola;Shoretire  ;17;forward
12;Gylfi;Sigurðsson  ;32;midfielder
6;Moussa;Sissoko  ;32;midfielder
12;Thierry;Small  ;23;defender 
11;Will;Smallbone  ;21;midfielder
8;Emile;Smith Rowe ;21;midfielder
19;Robert;Snodgrass  ;34;forward
17;Harrison;Sohna  ;24;midfielder
6;Heung-min;Son  ;29;forward
16;Tomáš;Souček  ;26;midfielder
5;Çağlar;Söyüncü  ;25;defender 
7;Andreas;Søndergaard  ;20;goalkeeper
20;Jay;Stansfield  ;18;forward
15;Jason;Steele  ;31;goalkeeper
17;Jed;Steer  ;29;goalkeeper
2;Zack;Steffen  ;26;goalkeeper
10;Dale;Stephens  ;32;midfielder
11;Jack;Stephens  ;27;defender 
2;Raheem;Sterling  ;26;forward
9;Enda;Stevens  ;31;defender 
1;Layton;Stewart  ;19;forward
5;Jakub;Stolarczyk  ;20;goalkeeper
2;John;Stones  ;27;defender 
18;Pascal;Struijk  ;22;defender 
5;Thanawat;Suengchitthawon  ;21;midfielder
17;Sil;Swinkels  ;17;defender 
17;Mamadou;Dialla Sylla ;19;midfielder
17;Michael;Tait  ;20;forward
6;Japhet;Tanganga  ;22;defender 
17;Matt;Targett  ;26;defender 
10;James;Tarkowski  ;28;defender 
15;Percy;Tau  ;27;forward
5;Sidnei;Tavares  ;20;midfielder
10;Charlie;Taylor  ;28;defender 
17;Neil;Taylor  ;32;defender 
11;Allan;Tchaptchet  ;19;defender 
11;Nathan;Tella  ;22;forward
20;Kenny;Tete  ;26;defender 
1;Thiago;Thiago;30;midfielder
4;Thiago;Silva  ;37;defender 
5;Luke;Thomas  ;20;defender 
10;Max;Thompson  ;19;forward
5;Youri;Tielemans  ;24;midfielder
8;Kieran;Tierney  ;24;defender 
14;James;Tomkins  ;32;defender 
14;Andros;Townsend  ;30;forward
19;Conor;Townsend  ;28;defender 
2;James;Trafford  ;19;goalkeeper
7;Adama;Traoré  ;25;forward
17;Bertrand;Traoré  ;26;forward
17;Trezeguet;Trezeguet;27;forward
15;Leandro;Trossard  ;26;forward
16;Nathan;Trott  ;22;goalkeeper
1;Kostas;Tsimikas  ;25;defender 
3;Axel;Tuanzebe  ;23;defender 
12;Harry;Tyrer  ;19;goalkeeper
5;Cengiz;Ünder  ;24;forward
14;Patrick;van Aanholt ;31;defender 
3;Donny;van de Beek;24;midfielder
1;Virgil;van Dijk ;30;defender 
5;Jamie;Vardy  ;34;forward
15;Joël;Veltman  ;29;defender 
11;Jannik;Vestergaard  ;29;defender 
7;Vitinha;Vitinha;21;midfielder
10;Matěj;Vydra  ;29;forward
11;Theo;Walcott  ;32;forward
17;Jake;Walker  ;20;midfielder
2;Kyle;Walker  ;31;defender 
11;Kyle;Walker-Peters  ;24;defender 
15;Christian;Walton  ;25;goalkeeper
3;Aaron;Wan-Bissaka  ;23;defender 
5;Danny;Ward  ;28;goalkeeper
14;Joel;Ward  ;31;defender 
11;James;Ward-Prowse  ;26;midfielder
17;Ollie;Watkins  ;25;forward
11;Caleb;Watts  ;19;midfielder
15;Adam;Webster  ;26;defender 
15;Jensen;Weir  ;19;midfielder
15;Danny;Welbeck  ;30;forward
12;Reece;Welch  ;18;defender 
4;Timo;Werner  ;25;forward
17;Wesley;Wesley;24;forward
10;Ashley;Westwood  ;31;midfielder
15;Ben;White  ;24;defender 
6;Alfie;Whiteman  ;23;goalkeeper
20;George;Wickens  ;19;goalkeeper
14;Connor;Wickham  ;28;forward
1;Georginio;Wijnaldum  ;30;midfielder
3;Brandon;Williams  ;21;defender 
1;Neco;Williams  ;20;defender 
1;Rhys;Williams  ;20;defender 
8;Willian;Willian;33;forward
7;Willian;José  ;29;forward
13;Joe;Willock  ;22;midfielder
13;Callum;Wilson  ;29;forward
6;Harry;Winks  ;25;midfielder
10;Chris;Wood  ;29;forward
1;Ben;Woodburn  ;22;forward
8;Granit;Xhaka  ;29;midfielder
15;Romaric;Yapi  ;21;defender 
16;Andrey;Yarmolenko  ;31;forward
19;Okay;Yokuşlu  ;27;midfielder
17;Brad;Young  ;19;forward
14;Wilfried;Zaha  ;28;forward
15;Andi;Zeqiri  ;22;forward
4;Karlo;Žiger  ;20;goalkeeper
2;Oleksandr;Zinchenko  ;24;defender 
4;Hakim;Ziyech  ;28;forward
4;Kurt;Zouma  ;26;defender 
17;Oliwier;Zych  ;17;goalkeeper
